book_a;book_b;count
0061093491;0061094234;3
0553258478;0440217490;3
0553258478;0449205878;3
0425177068;1400034779;3
0345382323;038550120X;3
1551667967;074343627X;3
0446519537;0440213525;3
0425182673;0425179885;3
0425182673;0312924585;3
0425182673;0345391055;3
0425182673;044021145X;3
0425182673;0425161722;3
0425182673;0425171396;3
0425182673;0425180050;3
0425182673;0425182908;3
0553297988;0345354613;2
0553297988;0345260791;2
0345460359;0425150143;2
0345460359;0345459202;2
0345460359;042513525X;2
0345460359;0380804697;2
0345460359;0380717581;2
0553297988;0345346971;2
0679735186;0684832291;2
0679735186;0684867621;2
0679735186;0684874350;2
0679735186;0743457943;2
0679735186;0767915062;2
0679735186;0786867175;2
0679735186;140003339X;2
0679735186;1573225789;2
0679735186;1573229326;2
0553297422;0446607711;2
0553297422;0446604666;2
0553297422;0440213290;2
0553297422;0440209803;2
0553297422;0440236673;2
0553297422;0440234743;2
0553297422;0440226430;2
0553297422;0449003787;2
0553297422;0440215625;2
0553297422;0440215900;2
0553297996;0743467523;2
0679735186;0373250363;2
0345464958;0142001740;2
0345463153;1400034779;2
0345463153;1400031354;2
0345463153;068484477X;2
0345463153;0671001795;2
0345463153;0515133302;2
0345464958;0385721420;2
0345464958;0684801523;2
0425120430;044021145X;2
0553297996;0812550706;2
0345463153;0767902521;2
0345463153;0060502258;2
0345463153;0312195516;2
0345463153;0345361792;2
0345463153;0345413903;2
0671867296;0449212602;2
0671867296;0425147622;2
0671867296;0345337662;2
0671867296;0345335287;2
0671867296;0312195516;2
0671867296;0345253736;2
0671867296;0380729407;2
0671867296;0553250531;2
0671867296;0345396936;2
0671867318;0446610038;2
042512164X;0451208765;2
042512164X;0440236673;2
0671867318;0310205719;2
0679435212;0842329129;2
0679435212;0874776945;2
0671867318;0671519816;2
0671867318;0671737775;2
0671867318;0743227441;2
0375412557;038533334X;2
0375412557;0380973650;2
0375412557;0399149155;2
0375412557;039915079X;2
0375412557;0385504209;2
0375412557;0399151060;2
0375412557;0385508042;2
0375412557;0316781142;2
0375412557;0399147284;2
0671867873;0449212602;2
0671867873;0449219461;2
042512164X;0425136981;2
042512164X;0446607711;2
042512164X;0446609404;2
042512164X;044021145X;2
0345457641;0451203771;2
0345457641;0446610100;2
0345458303;014025448X;2
0345457641;0609608444;2
0345457641;0385721420;2
0345457641;0385504209;2
0345458303;0385504209;2
0345458303;0385721420;2
0345458303;0316666343;2
0345458303;0156027321;2
0345458303;0151008116;2
0345458303;0142001740;2
0345458303;0316782262;2
0345456939;0440224764;2
0425122956;0345384350;2
0345456939;084395048X;2
0345457374;0312195516;2
0425122956;044021145X;2
0345457374;0385504209;2
0425122956;042513525X;2
0425122956;0786881852;2
0425122956;0446359866;2
0425122956;0743467523;2
0345458303;0316168688;2
0345458303;0449907481;2
0553297090;0812971043;2
0425122956;0451142934;2
0425122956;0671793489;2
0345456939;0060513640;2
0345456939;0312983301;2
0553297090;193156146X;2
0345456939;0060009241;2
0553297090;0060987529;2
0679728759;038533334X;2
0679728759;0385721420;2
0679728759;0449005615;2
0553297090;0345350685;2
0679728759;0804111359;2
0679728899;0446602620;2
0679728899;0440940001;2
0679728899;0449005615;2
0679728899;0449222713;2
0679728899;0440414806;2
0679728759;0140122060;2
0679728759;0156007754;2
0679728899;0441010512;2
0679728899;0679429220;2
0373217242;1573229326;2
0679728759;0316666343;2
0679728759;0671510053;2
0679728759;0671003755;2
067972768X;0767900383;2
067972768X;0689817215;2
0553297090;0671038443;2
0553297090;0553209671;2
0553297090;0441172717;2
0553297090;0553569031;2
0553297090;0446343455;2
0553297090;0515128821;2
0425125467;0446525537;2
0425125467;0446610399;2
0425125467;0446611867;2
0425125467;0451176464;2
0425125467;0451183665;2
0679736395;0375727345;2
0679736395;0385335482;2
0679736395;0345370775;2
0345453743;055314300X;2
0345453743;0552998931;2
0679740678;0060929871;2
0679736395;014028009X;2
0679736395;0312278586;2
0679737383;0064405176;2
0679740678;014131088X;2
0679740678;0140119906;2
0679740678;0140086838;2
0679740678;0140077022;2
0679740678;0140067477;2
0679736395;0451191145;2
0679736395;0451191153;2
0679737383;0060987529;2
067973709X;0671003755;2
0679736395;067976402X;2
0679736395;0440514428;2
0679736395;0399501487;2
0679737383;006092988X;2
067973709X;0684874350;2
067973709X;0156838389;2
0679740678;0060987103;2
0425124819;0440235596;2
0425127230;0440241073;2
0425127230;0440129613;2
0425127230;0440224764;2
0425127230;0440234743;2
0679737383;1573226521;2
0425127230;0425152901;2
0425127230;042516828X;2
0425127230;0446605484;2
0425127230;0451156609;2
0425127230;0425141551;2
0679737383;0804117683;2
0425124819;0316781010;2
0425124819;0812543262;2
0679740678;006000438X;2
0679740678;031286504X;2
0679740678;0312263120;2
0679737383;0316776963;2
0679737383;0375719180;2
0679737383;0380002930;2
0679737383;0380809362;2
0679737383;0316769487;2
0679740104;0452281032;2
0399148701;0425188361;2
0399148701;0425170349;2
0399148701;0425120279;2
0399148701;0446525804;2
0399148701;0441009239;2
0399148701;0441010512;2
0553571591;0380400480;2
0671867164;0316969680;2
0671867164;0345370775;2
0671867164;0316666343;2
0671867164;0553279556;2
0671867164;0380718340;2
0671867164;0399143947;2
0671867164;0425154092;2
0671867164;0684835983;2
0671867164;0684835959;2
0671867164;0671867083;2
0553572210;0670839531;2
0553572210;0553579606;2
0553572210;0553572202;2
0553572210;0553569910;2
0553572210;0553569031;2
0553572210;0553582747;2
0671874349;0316569321;2
0671874349;0316666343;2
0671874349;0316769487;2
0671874349;0345313860;2
037540256X;0688177867;2
0553571591;0743477081;2
0553571591;0671744623;2
037540256X;0060987103;2
037540256X;0060964049;2
037540600X;0060175966;2
037540600X;0060199652;2
037540600X;0060391626;2
0399148728;0312306326;2
0399148728;0316666343;2
0399148728;0316780812;2
0399148728;0316969680;2
0399148728;0316154059;2
0399148728;074320607X;2
037540600X;0140077022;2
037540600X;0971880107;2
037540600X;0805063889;2
0399148728;0385504209;2
037540600X;0060938455;2
0399148728;0399148639;2
0399148728;0399149783;2
0399148728;0399151451;2
0671870610;0345422317;2
0671870610;0385424736;2
0671870610;0380002930;2
037541200X;0385510438;2
037541200X;0385472951;2
037541200X;0373250452;2
037541200X;0345384466;2
037541200X;0345351525;2
037541200X;0345337662;2
0671870610;0312985207;2
0671870610;031298250X;2
0671870610;0312976275;2
0671870610;0312995423;2
0671870610;0345353145;2
0671868713;0671027662;2
0671868713;0671004565;2
0375412115;0060981180;2
0375413596;0375727345;2
037541326X;0786868716;2
037541326X;0440226430;2
037541326X;044651652X;2
037541326X;1573229326;2
0375413596;0446606812;2
037541326X;0385336179;2
037541326X;0385335482;2
037541326X;0375760911;2
037541326X;0374121230;2
0375413596;0743229878;2
0375413596;0786867647;2
0375412115;0385413041;2
0375412115;0375504907;2
0375412115;0385512104;2
0375412115;0385722206;2
0375412115;0385507607;2
0375412115;0684874350;2
0375412115;067976402X;2
0425135721;0553561618;2
0425135721;0671867113;2
0425135721;0553580884;2
0425135721;0451184963;2
0425135721;0440224764;2
0345447859;0316666343;2
0345447859;0743206029;2
0345447859;0446527041;2
0345447859;067101420X;2
0345447859;067102423X;2
0345447859;0553583468;2
0345447859;0515129224;2
034545104X;0425147622;2
0679745580;0440201322;2
034545104X;0439139597;2
0679745580;0440220602;2
0679745580;0440241073;2
0679745580;0393312836;2
0679745580;0345446666;2
0679745580;0375703861;2
0679750789;0060392452;2
0679750789;002542730X;2
0679751114;0553375407;2
0553293389;0345317580;2
0553293389;0345347951;2
0553293389;0345335287;2
0553293362;8423310353;2
0679750789;0440224675;2
0679750789;067974388X;2
0553293362;0812533054;2
0679750789;0743418174;2
034545104X;0446527785;2
034545104X;0446525804;2
055329461X;0553287893;2
055329461X;0553281747;2
055329461X;0877733759;2
055329461X;0380789035;2
0679745653;0452268060;2
0679745653;0446310786;2
0345450914;0451410947;2
055329461X;0312924585;2
055329461X;0425143325;2
055329461X;0345358791;2
0679745653;039592720X;2
0345450914;0671003755;2
0345450914;0375725466;2
0679745653;0684833395;2
0679745653;068484477X;2
0345450914;0385335555;2
0679745653;0684853949;2
0679745653;0684865742;2
0345450914;0375727345;2
0679745653;1573225789;2
0679745653;1573229326;2
0345450914;0345438329;2
0345450914;0345423291;2
0345450914;0679746048;2
0345450914;0449002985;2
0425131769;0553284789;2
0345453549;1573225126;2
0553296124;0553263226;2
0553296124;0451454537;2
0553296124;0345339703;2
0553296124;0553569376;2
0553296124;0553568728;2
0553296124;0553568027;2
042513024X;0064407055;2
0425127923;0515095826;2
0345453425;0553582526;2
0345453425;0553578022;2
0425127923;0515120871;2
0425127923;0553287532;2
0679741836;0385484518;2
0425130215;0671021001;2
0425130215;0618002235;2
0425130215;0671874349;2
0425130215;0140053204;2
0679741836;0345337662;2
0679741836;0345313860;2
0425130215;0142001430;2
042513024X;0060987529;2
0425130215;0804106304;2
0425130215;0553211161;2
0345453425;0553575538;2
0553295780;0743206045;2
0679741836;0316779490;2
0679741836;034538475X;2
0679741836;0345384466;2
0425128458;0451142934;2
0345453549;0060096195;2
0425128458;0440224675;2
0425128458;0440220602;2
0425128458;044021145X;2
0345453425;0671034022;2
042512892X;0316693200;2
0345453425;0553584383;2
0425128458;0553579606;2
0345453425;0786868716;2
0345453549;0446670251;2
0345453549;038533656X;2
042512892X;0061000175;2
0425128458;0671867172;2
0425128458;0061031550;2
0425128458;0345353145;2
0345453549;034541389X;2
0345453549;0140179836;2
0425128458;0425174271;2
0425128458;034539657X;2
0345453549;0316666343;2
0345453549;0142002267;2
0345453549;0141001771;2
0345453549;043935806X;2
0679741836;0449212602;2
0679741836;0618002227;2
042513024X;0345396936;2
042513024X;0345339711;2
042513024X;0064407667;2
042513024X;0064407683;2
042513024X;0142001805;2
0553295691;0425187144;2
042513024X;0345325818;2
042513024X;0446310786;2
0553295691;0440221471;2
0553295691;1558531025;2
0553295691;155874262X;2
0553295691;0842314296;2
042513024X;0446606189;2
0553295691;0671003755;2
0553295691;0449003787;2
0679742115;014100018X;2
0679742115;0312278586;2
0679742115;0345342968;2
0679742115;0671027638;2
0679742115;0452260116;2
0679742115;0553211404;2
0679742115;0671027344;2
0679742115;0671727796;2
0679742115;0679759336;2
0679742115;014027927X;2
0553293362;0451169514;2
0679724362;038533656X;2
0679724362;038542017X;2
0679724362;0385475772;2
0679724362;0385265700;2
0679724362;0671034006;2
0553349481;0345369947;2
0553349481;0345409671;2
0553349481;014018869X;2
0553349481;0345350499;2
0553349481;0060976845;2
0679732411;0743227441;2
0345469674;0515134465;2
0345469674;0525946829;2
0679732411;0440236703;2
0679732411;0553210793;2
0679732411;0684872153;2
0553298836;0553273299;2
0679732411;1558743316;2
0679732411;155874262X;2
0679732411;0836221192;2
0679733760;0316666343;2
0679733760;0345337662;2
0679732411;0671617028;2
0553298836;0425140032;2
0553298178;0609601032;2
0679733760;0446516538;2
0679733760;067974388X;2
0553298178;0553278398;2
0553298178;0553293354;2
0345468694;0786868716;2
0553298178;0440984696;2
0553298178;0440241073;2
055334949X;0060809833;2
0373217242;0440241073;2
0373217242;038542017X;2
0373217242;0425092178;2
0679729798;0060916508;2
0373217242;0425121259;2
0373217242;042511984X;2
0373217242;0425169863;2
0373217242;0439064864;2
0373217242;0439139597;2
0373217242;0439404371;2
0679729798;0060392452;2
0679729798;0060540753;2
067972768X;0375500510;2
0679730346;0060964049;2
0679730346;0140043519;2
0679729798;0679781277;2
067972768X;0385420161;2
067972768X;0446525537;2
067972768X;044651652X;2
067972768X;0394820371;2
067972768X;0385504209;2
067972768X;0060921145;2
067972768X;0064405842;2
0679729798;0671027360;2
0679724222;0316666343;2
055334949X;0345337662;2
055334949X;0156027321;2
0553349481;0440215625;2
0553349481;0440217563;2
0553349481;044900483X;2
055334949X;006000438X;2
0553349481;0874776945;2
0553349481;0385491808;2
0679729798;043935806X;2
0679729798;0385720106;2
0679729798;0452269571;2
0679729798;0452282195;2
0679730346;044021145X;2
0679730346;1573228583;2
0679730346;1573226882;2
0679730346;0451526341;2
0679730346;0679735771;2
0679730346;0345424719;2
0679724222;0439064872;2
0679724222;059035342X;2
0679724222;0671793535;2
0553293761;044651652X;2
0345450728;0425181464;2
0345450728;042518286X;2
0345450728;0440184053;2
0553293761;0440211727;2
0553293761;0385504209;2
0553293761;0440213290;2
0553293761;0743418174;2
0345450728;0373218036;2
0345450728;0446531332;2
0553293915;0380717018;2
0553293915;0380710218;2
0553293761;0679412956;2
0345450728;038079487X;2
0345450728;0380820889;2
0553293915;034538184X;2
0345450728;0380780879;2
0553293915;0425126064;2
0553293915;0425111830;2
0553293915;0425109720;2
0553293915;0425107469;2
0553293761;0446603090;2
0345450892;0380728133;2
0345450892;0553582763;2
0345450892;0451205448;2
0345450892;0385508042;2
0425134350;0440213525;2
0345450892;1573223425;2
0425134350;042510107X;2
0425134350;0345353145;2
0425134350;0345370775;2
0425134350;0425122123;2
0425134350;0425109720;2
0425120015;042516828X;2
0553346687;0345438329;2
0553346687;0345417623;2
0553346687;0064400034;2
0349105715;0380727501;2
0679732241;0679774386;2
0679732241;0679723161;2
0679732241;067973225X;2
0679732241;0679760806;2
0349107688;0140276904;2
0679732241;0684801523;2
0679732241;0684804522;2
0425120015;0425141551;2
0425120015;0425157474;2
0553346687;0345378482;2
0425120015;0440222656;2
0553346687;0312199430;2
0425120015;0440224624;2
0553346687;0316096199;2
0425120015;042518904X;2
0553346687;0316666343;2
0425120015;0440111323;2
0679732268;0553277537;2
0349105715;0345424719;2
0349105715;0349101779;2
0349105715;0349103232;2
0425120015;044021145X;2
0425120015;0440213525;2
0553346687;0140293248;2
0679732241;0679720200;2
0349109435;0553284673;2
0349109435;0786817070;2
0349109435;0312966091;2
0349105715;0446673544;2
067973225X;0345409876;2
067973225X;0380002930;2
067973225X;0345301110;2
0349105715;1573229725;2
0349107688;0349103232;2
0349107688;0349101779;2
0349105715;0552996181;2
067973225X;0316769487;2
067973225X;0312966970;2
067973225X;0060930535;2
0349107688;0552996181;2
0425134350;0345378482;2
0553293389;0812505182;2
0553293362;0441000916;2
0553293389;0618002227;2
0553293389;0553565079;2
0679751319;0070212570;2
0679751114;0316666343;2
0679751114;0345361792;2
0425134350;0671041789;2
0679751319;0375705856;2
0679751319;0385319207;2
0679751319;0385722435;2
0679751319;0553268880;2
0679751319;0679441557;2
0679751319;0671041789;2
0553298178;0345370775;2
0679731377;0006550789;2
0679731377;0060934700;2
0425120430;0425090787;2
0425120430;0425108937;2
0425120430;0312963009;2
0425120430;0345367650;2
0425120430;0345391055;2
0425120430;0345374568;2
0679732268;0312979533;2
0349101779;0349105715;2
0679732268;0345313860;2
0349101779;0062502182;2
0349101779;0099771519;2
0349101779;0142001740;2
0349101779;0316569321;2
0679732268;0061091316;2
0679732268;0156027321;2
0679732268;0060976845;2
0349101779;0060938455;2
067973225X;0671510053;2
0349101779;1861976127;2
067973225X;067172262X;2
0349101779;1573229385;2
0679732268;0316666343;2
0679732268;0156006847;2
0349103232;0140276904;2
0349103232;1860461670;2
0553298836;067102423X;2
0349103232;0679731377;2
0349103232;0446310786;2
0349103232;0451526341;2
0349103232;0552996181;2
0349103232;0375703861;2
0349103232;0349107688;2
0349103232;0349105715;2
0349103232;0330335278;2
0373153260;0060002050;2
0373153260;0380805707;2
0373153309;0380820854;2
0373153309;0843944463;2
0373153309;0842329218;2
0373153309;0373835396;2
0373153309;0380725703;2
0373153309;0380725711;2
0373153309;0380752999;2
0373153309;0380753022;2
0373153309;0380756285;2
0373153309;0380756293;2
0553567683;0440114756;2
067942525X;0515107662;2
0679419829;0380807343;2
0679419829;0380730200;2
0679419829;0375727132;2
0679419829;0380721643;2
0679419829;0380813815;2
0679419829;0385310161;2
0679419829;038533558X;2
0679419829;0064401774;2
0679419829;0062502182;2
0679419454;059035342X;2
0373790198;0345396936;2
0373790198;0373218540;2
0679419454;0446310786;2
0553568019;0316899984;2
0373790198;0373484836;2
0553568019;0345339681;2
0373790198;0373835760;2
0373790198;0373835876;2
0679419454;0440211727;2
0553568019;0345391055;2
0373790198;0380805707;2
0373790198;0312974256;2
0679419454;0425128164;2
0373790198;0312983271;2
0553568019;0553560719;2
0373790198;0446612790;2
0373790198;0515118656;2
0679419454;0385497466;2
0553568019;0375727345;2
0553568019;0380789019;2
0679419454;0316155306;2
0679419454;0399150439;2
0553568019;0553294385;2
0679419454;0679448594;2
0553568019;0452282152;2
0679419454;0345339681;2
0679419454;0375727345;2
0553568019;0440225701;2
0679428895;0345386825;2
0679428895;043936213X;2
0553565370;0452283442;2
0553565370;0515116475;2
0553565370;0425184056;2
0399150838;0786885688;2
0399150838;0786868716;2
0399150838;0786880007;2
0399150838;0786881852;2
0399150838;140003065X;2
0399150838;0804114986;2
0553566075;1558744150;2
0553566075;1558744606;2
0553566075;0380793261;2
0553566075;0380800802;2
0553566075;038550120X;2
0373706928;0380725703;2
0373706928;0380470845;2
0373706928;0373790899;2
0373706928;0373707118;2
067942525X;0373483503;2
067942525X;0375727345;2
0373790481;0778320294;2
0373790481;0743457951;2
0373790481;0786868716;2
0373790481;0743442717;2
067941388X;193156146X;2
067941388X;1931561648;2
067941388X;1573226106;2
0373710615;0671004530;2
0373710615;0515126772;2
0373710615;0440236630;2
0373710615;0373711026;2
0373710615;0373710992;2
0373707118;1551668378;2
0373707118;0671001701;2
0373707118;0684814994;2
0373707118;0671880608;2
0373707118;0671744577;2
0373707118;0671744216;2
0373707118;0671644475;2
0373707118;0671517643;2
039915079X;039915180X;2
0373707118;0553269224;2
0373710615;1551669390;2
039915079X;0399151451;2
0373711328;067081458X;2
0373711328;0671894455;2
067942525X;0451099648;2
067942525X;0446672211;2
067942525X;0380813815;2
067942525X;0399143904;2
067942525X;038531292X;2
067942525X;038533348X;2
067942525X;0385497466;2
0373710992;0671004530;2
0373711026;0671004530;2
0373711026;0440236630;2
0373711026;0373710615;2
0373710992;1551669390;2
0373710992;0440236630;2
0373710992;0373710615;2
0373711026;1551669390;2
067941388X;0679432477;2
0373790899;0452281903;2
0373790899;0671693816;2
0373790899;0446611085;2
0373790899;0446610038;2
067941388X;0684874350;2
0373790945;0312979983;2
0373790945;0312984820;2
067941388X;0671042572;2
0373802021;0060987529;2
0373790945;0373835760;2
0373790945;0373790481;2
0373790945;0312979975;2
0373790899;0767915054;2
0373790945;082177512X;2
0373790945;0743422732;2
0373790945;1551668300;2
0373790945;1551668769;2
0553568736;038081658X;2
0373790945;0843949945;2
0373790899;0671014196;2
0373802021;0553263218;2
0373802021;0440998050;2
0373802021;0515136379;2
0373802021;051513628X;2
0373802021;0515133868;2
0373802021;0553096834;2
0373790899;080411868X;2
0553568736;0553295276;2
0373790899;1558745157;2
0553568728;0553296124;2
0553568728;0553564684;2
0553568728;0553568027;2
0553568728;0553569376;2
0553568728;0553574132;2
0553568736;0345350499;2
0553568027;0345339738;2
0553568027;0345339711;2
0553568027;0345339681;2
0679417796;0449212602;2
0679417796;0451177096;2
0679417796;067088300X;2
0679417796;0802130208;2
0679417796;0802135226;2
0553568027;0441172717;2
0679417796;1573221937;2
0553568027;0440225701;2
0553568027;0380789019;2
0553568736;0553573985;2
0553568027;0375727345;2
0553568027;0345391055;2
0375501851;0312283709;2
0671797050;0380977788;2
0553572377;0060175680;2
0671795740;0345333926;2
0671795740;0312924585;2
0671797050;0380002930;2
0553572369;0553572377;2
0671797050;0425132048;2
0671797050;0440241073;2
0671797050;0440498058;2
0671797050;0440940001;2
0375501851;0375412530;2
0553572369;0553287532;2
0553572377;0060938455;2
0375502025;080411868X;2
0375502025;0684835983;2
0671795988;0316601950;2
0553572377;0060928336;2
0553572377;0061030643;2
067179566X;0812551486;2
067179566X;0880381752;2
067179566X;0671733893;2
067179566X;0671742647;2
067179566X;0671775715;2
0671795988;0060976845;2
0671822209;0345449347;2
0671822209;034543479X;2
0671822209;0440900794;2
0671822209;044021145X;2
0671822209;0440213525;2
0671822209;0440214041;2
067179938X;0553295977;2
067179938X;155166951X;2
0671795988;0446605239;2
0671795988;044651652X;2
0671795988;0425182908;2
0671795988;0425172546;2
0375502025;0385484518;2
0375502025;0440226430;2
0375502025;0425162443;2
0375502025;0375727345;2
0375502025;0553578693;2
0375502025;0316666009;2
0375502025;0316693715;2
0375502025;0345342968;2
0671798782;0446394521;2
0671798782;0440932599;2
0671798782;0440945151;2
0671798782;0440983568;2
0671798782;0446322180;2
0671798782;0061009059;2
0671798782;0440484332;2
0671798782;0345361792;2
0671795740;0553280341;2
0671795740;0671000306;2
0671795937;034538475X;2
0553572369;0380725231;2
0671795740;0836210263;2
0671795740;0836218787;2
067179938X;0345452704;2
067179938X;0373790198;2
067179938X;0373835760;2
0671799312;0440214041;2
0375502912;0345416260;2
0375502912;0440214041;2
0399146725;0743206045;2
0399146725;0743464451;2
0399146725;0743215052;2
0399146725;0743412753;2
0399146725;0743418166;2
0399146725;0743457536;2
0375502912;0425189031;2
067179566X;0671708376;2
067179566X;0671700103;2
067179566X;0671684027;2
0375502912;0439064872;2
0671799312;0684803860;2
0671799312;0671003755;2
0671793888;0380769336;2
0671793888;0380728133;2
0671793888;038072118X;2
0671793888;0375706771;2
0399146725;0451410319;2
0671793888;038533334X;2
0375502912;0670030031;2
0375502912;0553572997;2
0399146725;0446612790;2
0671793888;059035342X;2
0671793888;0671027662;2
0671793888;0451182960;2
0375502912;067189109X;2
0375502912;0743245520;2
0671793888;0425179451;2
0671793888;0385721420;2
0375502912;0671014218;2
0375502912;0060188731;2
0671793578;0451206525;2
0671793578;0786889616;2
0671793578;0671024094;2
0375503269;0380789035;2
0375503269;0375760628;2
0375503269;0375703764;2
0375503269;0345348036;2
0375503269;0385505833;2
0375503269;0345339703;2
0375503269;0316666343;2
0671829777;0385504209;2
0375501347;0743418190;2
0671829777;0375725784;2
0671829777;043935806X;2
0671829777;0440198577;2
0375501347;0375502238;2
0375501347;0385720106;2
0375501347;0684848783;2
0375501347;0679429220;2
0375501347;0671776134;2
0375501347;0671003755;2
0375501347;0767903382;2
0375501347;0670865796;2
0671829777;0345370775;2
0671829777;0345404319;2
0671829777;015216250X;2
0671799312;0020198906;2
0671799045;080411109X;2
0671799045;0440210690;2
0679425268;0316666343;2
0679425268;0345413903;2
0679425268;0375504907;2
0679425268;0375703063;2
0679425268;0385335555;2
0553565370;0679432477;2
0553565370;067941388X;2
0679426620;0446605409;2
0553565370;0684803860;2
0553565370;0671027387;2
0679426140;0446394521;2
0679426140;0385413041;2
0679426140;0316666343;2
0679426140;0385504209;2
0679425268;0679435328;2
0553566067;0671755064;2
0553566067;055357549X;2
0679425268;0743467523;2
0553566067;0553562614;2
0553566067;0553281747;2
0553566032;0440217547;2
0553566032;0440211727;2
0553566067;0441117732;2
0553566067;0425158640;2
0679425268;0446607657;2
0679425268;0446601241;2
0679425268;0446364193;2
0553566067;0345337662;2
0553566032;0553569031;2
0553566032;0671568175;2
0553566032;0451180232;2
0553565370;0380793261;2
0553565370;0385336179;2
0553565370;0385335881;2
0553565079;0553293389;2
0553565079;0553293362;2
0553565079;0553293354;2
0399151648;0375412530;2
0679430946;0553348981;2
0399151648;0345452577;2
0399151648;0345452550;2
0679430946;0553213148;2
0679430946;055321313X;2
0553564684;344244392X;2
0553564684;0894803204;2
0553564684;1559029838;2
0553564684;0804105820;2
0553564684;080410526X;2
0553565079;0345339967;2
0553565079;0345347951;2
0553565079;0345333926;2
0553564978;0671727796;2
0553564978;0451190564;2
0553564978;0451190548;2
0553564978;0451190491;2
0553564978;0670844527;2
0679433740;044651652X;2
0679433740;0446672211;2
0679433740;044651862X;2
0553564978;0375706771;2
0553564978;0385484518;2
0553564978;038550120X;2
0553564978;0440215439;2
0374332657;0060175966;2
0374332657;0060199652;2
0374332657;0060929790;2
0374332657;0060977493;2
0374332657;039592720X;2
0374332657;044661095X;2
0679432469;0449212602;2
0399151613;0743243307;2
0399151613;0385337116;2
0399151613;1400032717;2
0399151613;0385722206;2
0399151613;0156027321;2
0399151613;0142001740;2
0399151613;0064405052;2
0399151613;0140280553;2
0373483554;1551660504;2
0373483554;0553278592;2
0373483554;0515136379;2
0373483554;0515136190;2
0373483554;051513287X;2
0373483554;0515132020;2
0679433740;0064407667;2
0679433740;0060175400;2
0679433015;0843949945;2
0553567683;0440209412;2
0553567683;0440211263;2
0399150803;0316154601;2
0399150803;0316155306;2
0399150803;0316603570;2
0399150803;0399150854;2
0399150803;0399149783;2
0399150803;0399150439;2
0399150803;0345458915;2
0399150803;0399150897;2
0399150803;0399150870;2
0679422188;0375703861;2
0399523308;0894809946;2
0679434046;0316769487;2
0679435212;0451169530;2
0413531309;0140265988;2
0679434046;0671617028;2
0679434046;0836218620;2
0679434046;0684874350;2
0679435212;0060172916;2
0679434046;067974388X;2
0399522115;0553211668;2
0399522115;0684856603;2
0399522115;0679441018;2
0399522115;0684815451;2
0399522115;0671867083;2
0679435212;0385424736;2
0679435212;0380728133;2
0679435212;0399143947;2
0399522115;0399138749;2
0399522115;0451124340;2
0413531309;0330375253;2
0399523308;067169507X;2
0399523308;0140293248;2
0399523308;0345339681;2
0399523308;0345361792;2
0399523308;0688149790;2
0671793543;0515133973;2
0671793543;051513628X;2
0671793543;0553264079;2
0671793543;051511992X;2
0671793543;0515114006;2
0553571818;0312990456;2
0671872001;0446609404;2
0671872001;0446605239;2
0375410546;0316666343;2
0375410546;0385503954;2
0375410538;0385265700;2
0553571729;0345360001;2
0553571729;0316666343;2
0553571818;0380724979;2
0375700269;0345313860;2
0375700269;0345382846;2
0375700269;0345384466;2
0375700269;0064400085;2
0375700269;0312261594;2
0375700269;0316780375;2
0375700269;0316182540;2
0375700269;0316776963;2
0375700269;0312282990;2
0399146245;0679450408;2
0375504036;0345445848;2
0375504036;0345445856;2
067179356X;006101351X;2
0375504036;0380794489;2
0399146601;0316666343;2
0399146601;0312983867;2
0399146601;0316107352;2
0375504036;0380723085;2
067179356X;0060532149;2
0375504036;0380718340;2
0399146601;034540288X;2
0399146601;0375501371;2
0399146601;0375726403;2
0375504036;0380776839;2
0375504036;0345303067;2
0399146601;0345318854;2
0399146601;0316776963;2
0399146601;0345346491;2
0399146601;0316693324;2
0553571834;067101420X;2
0553571834;0553574116;2
0553571834;051508901X;2
0553571850;014029628X;2
0553571850;0312195516;2
0553571850;0312278586;2
0553571850;0312243022;2
0553571850;0142001821;2
0553571834;0743206029;2
0553571834;0671737791;2
0553571834;038550120X;2
0553571850;0312313810;2
0553571729;0446601241;2
0553571729;0446612545;2
0553571729;0743222008;2
0553571729;0679454470;2
0553571729;0553569031;2
0553571850;0553576801;2
0553571850;0440226104;2
0553571850;0440224780;2
0553571850;0440236673;2
0399148469;1551668122;2
0399148469;0385510438;2
0399148469;0786868716;2
0399148469;0446527297;2
037542217X;0439136350;2
037542217X;0380715430;2
037542217X;0060198133;2
037542217X;0345416260;2
037542217X;0316776963;2
037542217X;0316666343;2
037542217X;0142001740;2
0375421440;1896860982;2
0375421440;1400031354;2
0375421440;0380731851;2
0375421440;0385722206;2
0671829777;0452279178;2
0671829777;0452262143;2
0399147381;0553801430;2
0399147772;0515131229;2
0399147772;0515136379;2
0399147772;0525944885;2
0399147772;0553106341;2
0399147772;0451410777;2
0399147772;0553583468;2
0399147772;0553800973;2
0671865714;044100069X;2
0399147772;1551668270;2
0399147365;0316693251;2
0399147365;0316693200;2
0399147365;0316666009;2
0399147365;0316693235;2
0399147381;0316693200;2
0399147365;0688156142;2
0399147381;0373250479;2
0399147365;0399147772;2
0399147365;0399148639;2
0399147365;0684859726;2
0399147365;0345452534;2
0399147381;0312983298;2
0399147381;0066214122;2
0399147381;0060508108;2
0399147381;0060002069;2
0399147381;0060002077;2
0399147365;0679459626;2
0375422412;0679731148;2
0375422412;067976397X;2
0375422412;1400031354;2
0375422412;1573223425;2
